	Accession org1	Taxonomic level 1: org1	Taxonomic level 2: org1	Taxonomic level 3: org1	Genus org1	Species org1	Accession org2	Taxonomic level 1: org2	Taxonomic level 2: org2	Taxonomic level 3: org2	Genus org2	Species org2	Reference 	Link	Ecological interaction	key_org1	key_org2	lineage_org1	lineage_org2
2037		Eukaryote	Stramenopiles	Raphidophyceae	Chatonella	ovata		Prokaryote	Cyanobacteria	Cyanophyceae	Synechococcus		Jeong et al 2010 b	10.3354/ame01354	predation	Eukaryote;Stramenopiles;Raphidophyceae;Chatonella;ovata	Bacteria;Cyanobacteria;Cyanophyceae;Synechococcus	[4, 8770, 9629, 0, 10047, 0, 0, 0]	[3, 1500, 44560, 44842, 44845, 44848]
2038		Eukaryote	Stramenopiles	Raphidophyceae	Chatonella	subsalsa		Prokaryote	Cyanobacteria	Cyanophyceae	Synechococcus		Jeong et al 2010 b	10.3354/ame01354	predation	Eukaryote;Stramenopiles;Raphidophyceae;Chatonella;subsalsa	Bacteria;Cyanobacteria;Cyanophyceae;Synechococcus	[4, 8770, 9629, 0, 10047, 0, 0, 0]	[3, 1500, 44560, 44842, 44845, 44848]
2039		Eukaryote	Stramenopiles	Raphidophyceae	Fibrocapsa	japonica		Prokaryote	Cyanobacteria	Cyanophyceae	Synechococcus		Jeong et al 2010 b	10.3354/ame01354	predation	Eukaryote;Stramenopiles;Raphidophyceae;Fibrocapsa;japonica	Bacteria;Cyanobacteria;Cyanophyceae;Synechococcus	[4, 8770, 9629, 0, 10047, 13875, 0, 13877]	[3, 1500, 44560, 44842, 44845, 44848]
2040		Eukaryote	Stramenopiles	Raphidophyceae	Heterosigma	akashiwo		Prokaryote	Cyanobacteria	Cyanophyceae	Synechococcus		Jeong et al 2010 b	10.3354/ame01354	predation	Eukaryote;Stramenopiles;Raphidophyceae;Heterosigma;akashiwo	Bacteria;Cyanobacteria;Cyanophyceae;Synechococcus	[4, 8770, 8771, 9217, 9219, 9232, 9247, 9248]	[3, 1500, 44560, 44842, 44845, 44848]
2041		Eukaryote	CRuMS	Rigifilida	Micronuclearia	podoventralis		Prokaryote	Proteobacteria	Gammaproteobacteria	Enterobacter	aerogenes	Mikrjukov & Mylnikov 2001	https://doi.org/10.1078/0932-4739-00783	predation	Eukaryote;CRuMS;Rigifilida;Micronuclearia;podoventralis	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacter;aerogenes	[4, 46848, 46849, 46911, 0, 0, 0, 0]	[3, 2375, 3303, 46449, 46454, 46462]
2042	AB686266	Eukaryote	CRuMS	Rigifilida	Rigifila	ramosa		Prokaryote	unidentified_bacteria	unidentified_bacteria	unidentified_bacteria	unidentified_bacteria	Yabuki et al. 2013	10.1016/j.protis.2012.04.005	predation	Eukaryota;Amorphea;Amoebozoa;Incertae Sedis;Rigifilida;Rigifila ramosa	Bacteria;unidentified_bacteria;unidentified_bacteria;unidentified_bacteria;unidentified_bacteria	[4, 46848, 46849, 46911, 0, 0, 0, 0]	[3, 0, 0, 0, 0, 0]
2043		Eukaryote	Rhizaria	Spironemidae	Stereonema	geiseri		Prokaryote	unidentified_bacteria	unidentified_bacteria	unidentified_bacteria	unidentified_bacteria	Foissner & Foissner 1993	10.1111/j.1550-7408.1993.tb04936.x	predation	Eukaryote;Rhizaria;Spironemidae;Stereonema;geiseri	Bacteria;unidentified_bacteria;unidentified_bacteria;unidentified_bacteria;unidentified_bacteria	[4, 8770, 9387, 0, 0, 0, 0, 0]	[3, 0, 0, 0, 0, 0]
2044		Eukaryote	Amoebozoa	Tubulinea	Nebela	tincta		Prokaryote	Cyanobacteria	Cyanophyceae	Anabaena		Jassey et al. 2012	10.1016/j.protis.2011.07.006	predation	Eukaryote;Amoebozoa;Tubulinea;Nebela;tincta	Bacteria;Cyanobacteria;Cyanophyceae;Anabaena	[4, 46848, 46849, 0, 46936, 0, 0, 0]	[3, 1500, 44560, 0, 0, 0]
2045	KT892701	Eukaryote	Amoebozoa	Tubulinea	unknown_tubulinean	unknown_tubulinean		Prokaryote	Cyanobacteria	Cyanophyceae	Leptolyngbya		Ma et al. 2016	10.1016/j.algal.2015.11.010	predation	Eukaryota;Amorphea;Amoebozoa;Discosea;Flabellinia;Vannellida;Vannella;Amoebozoa sp.	Bacteria;Cyanobacteria;Cyanophyceae;Leptolyngbya	[4, 46848, 46849, 0, 46872, 46882, 0, 46886]	[3, 1500, 44560, 0, 0, 0]
2046		Eukaryote	Amoebozoa	Tubulinea	Penardochlamys			Prokaryote	Cyanobacteria	Cyanophyceae	Microcystis		Nishibe et al. 2004	10.1007/s10201-004-0114-9	predation	Eukaryote;Amoebozoa;Tubulinea;Penardochlamys	Bacteria;Cyanobacteria;Cyanophyceae;Microcystis	[4, 46848, 46849, 0, 46936, 0, 0, 0]	[3, 1500, 44560, 0, 0, 0]
2047		Eukaryote	Alveolata	Ciliophora	Zoothamnium	niveum	AJ879933	Prokaryote	Proteobacteria	Proteobacteria	Thiobios	zoothamnicoli	Rinke et al. 2006	10.1128/AEM.72.3.2014-2021.2006	thiotrophic symbiont	Eukaryote;Alveolata;Ciliophora;Zoothamnium;niveum	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Candidatus Thiobios;Candidatus Thiobios zoothamnicoli	[4, 8770, 8771, 8848, 8849, 8863, 8899, 8948]	[3, 2375, 3303, 3415, 3416, 0]
2048		Eukaryote	Alveolata	Ciliophora	Vorticella			Prokaryote	unidentified_bacteria	unidentified_bacteria	unidentified_bacteria	unidentified_bacteria	Ott & Bright 2004	10.5479/si.00775630.516.1	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Vorticella	Bacteria;unidentified_bacteria;unidentified_bacteria;unidentified_bacteria;unidentified_bacteria	[4, 8770, 8771, 8848, 8849, 8863, 8899, 8947]	[3, 0, 0, 0, 0, 0]
2049		Eukaryote	Alveolata	Ciliophora	Frontonia			Prokaryote	unidentified_bacteria	unidentified_bacteria	unidentified_bacteria	unidentified_bacteria	Rosati et al. 2001		unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Frontonia	Bacteria;unidentified_bacteria;unidentified_bacteria;unidentified_bacteria;unidentified_bacteria	[4, 8770, 8771, 8848, 8849, 8863, 8899, 8925]	[3, 0, 0, 0, 0, 0]
2050	JF488767	Eukaryote	Alveolata	Apicomplexa	unknown_apicomplexan	unknown_apicomplexan	JF488655	Prokaryote	Bacteroidetes	unknown_bacteroidetes	unknown_bacteroidetes	unknown_bacteroidetes	Martinez-Garcia 2012	10.1038/ismej.2011.126	unknown symbiotic relationship	Eukaryote;Alveolata;Apicomplexa;unknown_apicomplexan;unknown_apicomplexan	Bacteria;Bacteroidetes;unknown_bacteroidetes;unknown_bacteroidetes;unknown_bacteroidetes	[4, 8770, 8771, 8772, 0, 0, 0, 0]	[3, 43868, 0, 0, 0, 0]
2051		Eukaryote	Alveolata	Ciliophora	Platynematum	salinarum	KF736828	Prokaryote	Archaea	Halobacteria	Haloectosymbiotes	riaformosensis	Filker et al. 2014	10.1016/j.syapm.2014.01.001	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Platynematum;salinarum	Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Candidatus Haloectosymbiotes riaformosensis	[4, 8770, 8771, 8848, 0, 0, 0, 0]	[2, 42963, 42975, 42976, 42992, 0]
2052	JF327426	Eukaryote	Alveolata	Ciliophora	unknown_ciliate	unknown_ciliate	JF327424	Prokaryote	Proteobacteria	Deltaproteobacteria	unknown_deltaproteobacter	unknown_deltaproteobacter	Edgcomb et al. 2011	10.3389/fmicb.2011.00055	unknown symbiotic relationship	Eukaryota;SAR;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;Parduczia;uncultured ciliate	Bacteria;Proteobacteria;Deltaproteobacteria;unknown_deltaproteobacter;unknown_deltaproteobacter	[4, 8770, 8771, 8848, 9198, 9210, 0, 9214]	[3, 2375, 0, 0, 0, 0]
2053	JF327426	Eukaryote	Alveolata	Ciliophora	unknown_ciliate	unknown_ciliate	JF327425	Prokaryote	Proteobacteria	Deltaproteobacteria	unknown_deltaproteobacter	unknown_deltaproteobacter	Edgcomb et al. 2011	10.3389/fmicb.2011.00055	unknown symbiotic relationship	Eukaryota;SAR;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;Parduczia;uncultured ciliate	Bacteria;Proteobacteria;Deltaproteobacteria;unknown_deltaproteobacter;unknown_deltaproteobacter	[4, 8770, 8771, 8848, 9198, 9210, 0, 9214]	[3, 2375, 0, 0, 0, 0]
2054	JF327426	Eukaryote	Alveolata	Ciliophora	unknown_ciliate	unknown_ciliate	JF327423	Prokaryote	Archaea	Methanobacteria	unknown_methanobacteria	unknown_methanobacteria	Edgcomb et al. 2011	10.3389/fmicb.2011.00055	unknown symbiotic relationship	Eukaryota;SAR;Alveolata;Ciliophora;Postciliodesmatophora;Karyorelictea;Parduczia;uncultured ciliate	Archaea;Methanobacteria;unknown_methanobacteria;unknown_methanobacteria	[4, 8770, 8771, 8848, 9198, 9210, 0, 9214]	[2, 55, 119, 0, 0, 0]
2055		Eukaryote	Alveolata	Ciliophora	Stentor	amethystinus		Prokaryote	Cyanobacteria	Cyanophyceae	unknown_cyanophyte	unknown_cyanophyte	Macek 2001	10.1093/plankt/23.4.353	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Stentor;amethystinus	Bacteria;Cyanobacteria;Cyanophyceae;unknown_cyanophyte;unknown_cyanophyte	[4, 8770, 8771, 8848, 9198, 9199, 0, 9208]	[3, 1500, 44560, 0, 0, 0]
2056		Eukaryote	Alveolata	Ciliophora	Euplotes	aediculatus	HE794998	Prokaryote	Proteobacteria	Gammaproteobacteria	Nebulobacter	yamunensis	Boscaro et al. 2012	10.1016/j.syapm.2012.07.003	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Euplotes;aediculatus	Bacteria;Proteobacteria;Gammaproteobacteria;Francisellales;Francisellaceae;[Caedibacter] taeniospiralis group;Candidatus Nebulobacter yamunensis	[4, 8770, 8771, 8848, 8849, 9096, 9118, 9124]	[3, 2375, 3303, 26653, 26654, 0]
2057		Eukaryote	Alveolata	Ciliophora	Paramecium	jenningsi	HE797907	Prokaryote	Proteobacteria	Alphaproteobacteria	Gortzia	infectiva	Boscaro et al. 2013 b	10.1007/s00248-012-0110-2	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Paramecium;jenningsi	Bacteria;Proteobacteria;Alphaproteobacteria;Holosporales;Holosporaceae;Candidatus Gortzia;Candidatus Gortzia infectiva	[4, 8770, 8771, 8848, 8849, 8863, 8899, 8927]	[3, 2375, 2379, 25986, 25987, 0]
2058		Eukaryote	Alveolata	Ciliophora	Paramecium	quadecaurelia	HE797908	Prokaryote	Proteobacteria	Alphaproteobacteria	Gortzia	infectiva	Boscaro et al. 2013 b	10.1007/s00248-012-0110-2	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Paramecium;quadecaurelia	Bacteria;Proteobacteria;Alphaproteobacteria;Holosporales;Holosporaceae;Candidatus Gortzia;Candidatus Gortzia infectiva	[4, 8770, 8771, 8848, 8849, 8863, 8899, 8927]	[3, 2375, 2379, 25986, 25987, 0]
2059		Eukaryote	Alveolata	Ciliophora	Paramecium	quadecaurelia	HE797909	Prokaryote	Proteobacteria	Alphaproteobacteria	Gortzia	infectiva	Boscaro et al. 2013 b	10.1007/s00248-012-0110-2	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Paramecium;quadecaurelia	Bacteria;Proteobacteria;Alphaproteobacteria;Holosporales;Holosporaceae;Candidatus Gortzia;Candidatus Gortzia infectiva	[4, 8770, 8771, 8848, 8849, 8863, 8899, 8927]	[3, 2375, 2379, 25986, 25987, 0]
2060		Eukaryote	Alveolata	Ciliophora	Paramecium	caudatum	HE797905	Prokaryote	Proteobacteria	Alphaproteobacteria	Holospora	obtusa	Boscaro et al. 2013 b	10.1007/s00248-012-0110-2	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Paramecium;caudatum	Bacteria;Proteobacteria;Alphaproteobacteria;Holosporales;Holosporaceae;Holospora;Holospora obtusa	[4, 8770, 8771, 8848, 8849, 8863, 8899, 8927]	[3, 2375, 2379, 25986, 25987, 25991]
2061		Eukaryote	Alveolata	Ciliophora	Paramecium	caudatum	HE797906	Prokaryote	Proteobacteria	Alphaproteobacteria	Holospora	undulata	Boscaro et al. 2013 b	10.1007/s00248-012-0110-2	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Paramecium;caudatum	Bacteria;Proteobacteria;Alphaproteobacteria;Holosporales;Holosporaceae;Holospora;Holospora undulata	[4, 8770, 8771, 8848, 8849, 8863, 8899, 8927]	[3, 2375, 2379, 25986, 25987, 25991]
2062	HF969031	Eukaryote	Alveolata	Ciliophora	Paramecium	octaurelia	HF969034	Prokaryote	Proteobacteria	Alphaproteobacteria	Lyticum	flagellatum	Boscaro et al. 2014	10.1038/srep03305	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Paramecium;octaurelia	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Fokiniaceae;Lyticum;Lyticum flagellatum	[4, 8770, 8771, 8848, 8849, 8863, 8899, 8927]	[3, 2375, 2379, 2761, 46172, 46178]
2063	HF969032	Eukaryote	Alveolata	Ciliophora	Paramecium	biaurelia	HF969035	Prokaryote	Proteobacteria	Alphaproteobacteria	Lyticum	sinuosum	Boscaro et al. 2014	10.1038/srep03305	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Paramecium;biaurelia	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Fokiniaceae;Lyticum;Lyticum sinuosum	[4, 8770, 8771, 8848, 8849, 8863, 8899, 8927]	[3, 2375, 2379, 2761, 46172, 46178]
2064		Eukaryote	Alveolata	Ciliophora	Paramecium	octaurelia		Prokaryote	Proteobacteria	Alphaproteobacteria	Holospora	caryophila	Castelli et al. 2016	10.1007/s00284-016-1006-z	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Paramecium;octaurelia	Bacteria;Proteobacteria;Alphaproteobacteria;Holospora;caryophila	[4, 8770, 8771, 8848, 8849, 8863, 8899, 8927]	[3, 2375, 2379, 25986, 25987, 25991]
2065		Eukaryote	Alveolata	Ciliophora	Paramecium	calkinsi		Prokaryote	Proteobacteria	Alphaproteobacteria	Holospora	curvata	Fokin & Sabaneyeva 1997	http://zs.thulb.uni-jena.de/servlets/MCRFileNodeServlet/jportal_derivate_00100780/ECR_12_1997_049-055_Fokin.pdf	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Paramecium;calkinsi	Bacteria;Proteobacteria;Alphaproteobacteria;Holospora;curvata	[4, 8770, 8771, 8848, 8849, 8863, 8899, 8927]	[3, 2375, 2379, 25986, 25987, 25991]
2066		Eukaryote	Alveolata	Ciliophora	Paramecium	woodruffi		Prokaryote	Proteobacteria	Alphaproteobacteria	Holospora	bacillata	Fokin & Sabaneyeva 1997	http://zs.thulb.uni-jena.de/servlets/MCRFileNodeServlet/jportal_derivate_00100780/ECR_12_1997_049-055_Fokin.pdf	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Paramecium;woodruffi	Bacteria;Proteobacteria;Alphaproteobacteria;Holospora;bacillata	[4, 8770, 8771, 8848, 8849, 8863, 8899, 8927]	[3, 2375, 2379, 25986, 25987, 25991]
2067		Eukaryote	Alveolata	Ciliophora	Frontonia	leucas		Prokaryote	Proteobacteria	Alphaproteobacteria	unknown_alphaproteobacter	unknown_alphaproteobacter	Fokin & Schweikert 2003	10.1078/0932-4739-00916	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Frontonia;leucas	Bacteria;Proteobacteria;Alphaproteobacteria;unknown_alphaproteobacter;unknown_alphaproteobacter	[4, 8770, 8771, 8848, 8849, 8863, 8899, 8925]	[3, 2375, 2379, 0, 0, 0]
2068		Eukaryote	Alveolata	Ciliophora	Paramecium	putrinum		Prokaryote	Proteobacteria	Alphaproteobacteria	unknown_alphaproteobacter	unknown_alphaproteobacter	Fokin et al. 2000	10.1007/BF01282155	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Paramecium;putrinum	Bacteria;Proteobacteria;Alphaproteobacteria;unknown_alphaproteobacter;unknown_alphaproteobacter	[4, 8770, 8771, 8848, 8849, 8863, 8899, 8927]	[3, 2375, 2379, 0, 0, 0]
2069		Eukaryote	Alveolata	Ciliophora	Paramecium	calkinsi		Prokaryote	Proteobacteria	Alphaproteobacteria	unknown_alphaproteobacter	unknown_alphaproteobacter	Fokin et al. 2000	10.1007/BF01282155	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Paramecium;calkinsi	Bacteria;Proteobacteria;Alphaproteobacteria;unknown_alphaproteobacter;unknown_alphaproteobacter	[4, 8770, 8771, 8848, 8849, 8863, 8899, 8927]	[3, 2375, 2379, 0, 0, 0]
2070		Eukaryote	Alveolata	Ciliophora	Paramecium	multimicronucleatum		Prokaryote	Proteobacteria	Alphaproteobacteria	Holospora	obtusa	Fokin et al. 2003	10.1078/0932-4739-00023	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Paramecium;multimicronucleatum	Bacteria;Proteobacteria;Alphaproteobacteria;Holospora;obtusa	[4, 8770, 8771, 8848, 8849, 8863, 8899, 8927]	[3, 2375, 2379, 25986, 25987, 25991]
2071		Eukaryote	Alveolata	Ciliophora	Paramecium	caudatum		Prokaryote	Proteobacteria	Alphaproteobacteria	Holospora	obtusa	Fokin et al. 2003	10.1078/0932-4739-00023	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Paramecium;caudatum	Bacteria;Proteobacteria;Alphaproteobacteria;Holospora;obtusa	[4, 8770, 8771, 8848, 8849, 8863, 8899, 8927]	[3, 2375, 2379, 25986, 25987, 25991]
2072		Eukaryote	Alveolata	Ciliophora	Spirostomum	minus		Prokaryote	unidentified_bacteria	unidentified_bacteria	unidentified_bacteria	unidentified_bacteria	Fokin et al. 2003	10.1078/0932-4739-00023	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Spirostomum;minus	Bacteria;unidentified_bacteria;unidentified_bacteria;unidentified_bacteria;unidentified_bacteria	[4, 8770, 8771, 8848, 9198, 9199, 0, 9207]	[3, 0, 0, 0, 0, 0]
2073		Eukaryote	Alveolata	Ciliophora	Spirostomum	ambiguum		Prokaryote	unidentified_bacteria	unidentified_bacteria	unidentified_bacteria	unidentified_bacteria	Fokin et al. 2003	10.1078/0932-4739-00023	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Spirostomum;ambiguum	Bacteria;unidentified_bacteria;unidentified_bacteria;unidentified_bacteria;unidentified_bacteria	[4, 8770, 8771, 8848, 9198, 9199, 0, 9207]	[3, 0, 0, 0, 0, 0]
2074		Eukaryote	Alveolata	Ciliophora	Spirostomum	minus		Prokaryote	Proteobacteria	Alphaproteobacteria	unknown_alphaproteobacter	unknown_alphaproteobacter	Fokin et al. 2005	10.1007/s00709-004-0078-y	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Spirostomum;minus	Bacteria;Proteobacteria;Alphaproteobacteria;unknown_alphaproteobacter;unknown_alphaproteobacter	[4, 8770, 8771, 8848, 9198, 9199, 0, 9207]	[3, 2375, 2379, 0, 0, 0]
2075		Eukaryote	Alveolata	Ciliophora	Spirostomum	minus		Prokaryote	Proteobacteria	Gammaproteobacteria	unknown_gammaproteobacteria	unknown_gammaproteobacteria	Fokin et al. 2005	10.1007/s00709-004-0078-y	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Spirostomum;minus	Bacteria;Proteobacteria;Gammaproteobacteria;unknown_gammaproteobacteria;unknown_gammaproteobacteria	[4, 8770, 8771, 8848, 9198, 9199, 0, 9207]	[3, 2375, 3303, 0, 0, 0]
2076		Eukaryote	Alveolata	Ciliophora	Hemigastrostyla	elongata	KU524854	Prokaryote	Actinobacteria	unknown_actinobacter	unknown_actinobacter	unknown_actinobacter	Gong et al. 2016	10.3389/fmicb.2016.00498	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Hemigastrostyla;elongata	Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Cutibacterium;uncultured bacterium	[4, 8770, 8771, 8848, 0, 0, 0, 0]	[3, 43279, 43309, 43640, 43651, 43656]
2077		Eukaryote	Alveolata	Ciliophora	Hemigastrostyla	elongata	KU524855	Prokaryote	Actinobacteria	unknown_actinobacter	unknown_actinobacter	unknown_actinobacter	Gong et al. 2016	10.3389/fmicb.2016.00498	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Hemigastrostyla;elongata	Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;uncultured bacterium	[4, 8770, 8771, 8848, 0, 0, 0, 0]	[3, 43279, 43309, 43342, 43343, 43344]
2078		Eukaryote	Alveolata	Ciliophora	Diophrys	scutum	KU524859	Prokaryote	Bacteroidetes	Flavobacteriia	unknown_flavobacteriia	unknown_flavobacteriia	Gong et al. 2016	10.3389/fmicb.2016.00498	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Diophrys;scutum	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Chryseobacterium;uncultured bacterium	[4, 8770, 8771, 8848, 8849, 9096, 9118, 9122]	[3, 43868, 43869, 44160, 44311, 44317]
2079		Eukaryote	Alveolata	Ciliophora	Uroleptopsis	citrina	KU524864	Prokaryote	Bacteroidetes	Flavobacteriia	unknown_flavobacteriia	unknown_flavobacteriia	Gong et al. 2016	10.3389/fmicb.2016.00498	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Uroleptopsis;citrina	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Neptunitalea;uncultured bacterium	[4, 8770, 8771, 8848, 0, 0, 0, 0]	[3, 43868, 43869, 44160, 44183, 44263]
2080		Eukaryote	Alveolata	Ciliophora	Hemigastrostyla	elongata	KU524853	Prokaryote	Firmicutes	unknown_firmicutes	unknown_firmicutes	unknown_firmicutes	Gong et al. 2016	10.3389/fmicb.2016.00498	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Hemigastrostyla;elongata	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;uncultured bacterium	[4, 8770, 8771, 8848, 0, 0, 0, 0]	[3, 2375, 2379, 2761, 2805, 0]
2081		Eukaryote	Alveolata	Ciliophora	Condylostoma	spathiosum	KU524856	Prokaryote	Proteobacteria	Alphaproteobacteria	unknown_alphaproteobacter	unknown_alphaproteobacter	Gong et al. 2016	10.3389/fmicb.2016.00498	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Condylostoma;spathiosum	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Fokiniaceae;MD3-55;uncultured bacterium	[4, 8770, 8771, 8848, 9198, 9199, 0, 9202]	[3, 2375, 2379, 2761, 46172, 0]
2082		Eukaryote	Alveolata	Ciliophora	Condylostoma	spathiosum	KU524858	Prokaryote	Proteobacteria	Alphaproteobacteria	unknown_alphaproteobacter	unknown_alphaproteobacter	Gong et al. 2016	10.3389/fmicb.2016.00498	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Condylostoma;spathiosum	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Fokiniaceae;uncultured;uncultured bacterium	[4, 8770, 8771, 8848, 9198, 9199, 0, 9202]	[3, 2375, 2379, 2761, 46172, 0]
2083		Eukaryote	Alveolata	Ciliophora	Diophrys	scutum		Prokaryote	Proteobacteria	Alphaproteobacteria	unknown_alphaproteobacter	unknown_alphaproteobacter	Gong et al. 2016	10.3389/fmicb.2016.00498	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Diophrys;scutum	Bacteria;Proteobacteria;Alphaproteobacteria;unknown_alphaproteobacter;unknown_alphaproteobacter	[4, 8770, 8771, 8848, 8849, 9096, 9118, 9122]	[3, 2375, 2379, 0, 0, 0]
2084		Eukaryote	Alveolata	Ciliophora	Pseudokeronopsis	flava	KU524851	Prokaryote	Proteobacteria	Alphaproteobacteria	unknown_alphaproteobacter	unknown_alphaproteobacter	Gong et al. 2016	10.3389/fmicb.2016.00498	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Pseudokeronopsis;flava	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Donghicola;uncultured bacterium	[4, 8770, 8771, 8848, 8849, 9096, 9129, 9164]	[3, 2375, 2379, 2557, 2558, 2571]
2085		Eukaryote	Alveolata	Ciliophora	Uroleptopsis	citrina	KU524852	Prokaryote	Proteobacteria	Alphaproteobacteria	unknown_alphaproteobacter	unknown_alphaproteobacter	Gong et al. 2016	10.3389/fmicb.2016.00498	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Uroleptopsis;citrina	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Thalassospiraceae;Thalassospira;uncultured bacterium	[4, 8770, 8771, 8848, 0, 0, 0, 0]	[3, 2375, 2379, 2667, 26196, 26197]
2086		Eukaryote	Alveolata	Ciliophora	Cardiostomatella		KU524870	Prokaryote	Proteobacteria	Alphaproteobacteria	unknown_alphaproteobacter	unknown_alphaproteobacter	Gong et al. 2016	10.3389/fmicb.2016.00498	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Cardiostomatella	Bacteria;Proteobacteria;Alphaproteobacteria;unknown_alphaproteobacter;unknown_alphaproteobacter	[4, 8770, 8771, 8848, 8849, 8863, 8899, 8955]	[3, 2375, 2379, 0, 0, 0]
2087		Eukaryote	Alveolata	Ciliophora	Paramecium	aurelia	KU524848	Prokaryote	Proteobacteria	Betaproteobacteria	unknown_betaproteobacter	unknown_betaproteobacter	Gong et al. 2016	10.3389/fmicb.2016.00498	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Paramecium;aurelia	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Neisseria;uncultured bacterium	[4, 8770, 8771, 8848, 8849, 8863, 8899, 8927]	[3, 2375, 3303, 46187, 46348, 46354]
2088		Eukaryote	Alveolata	Ciliophora	Condylostoma	spathiosum	KU524867	Prokaryote	Proteobacteria	Epsilonproteobacteria	unknown_epsilonproteobacteria	unknown_epsilonproteobacteria	Gong et al. 2016	10.3389/fmicb.2016.00498	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Condylostoma;spathiosum	Bacteria;Campilobacterota;Campylobacteria;Campylobacterales;Arcobacteraceae;uncultured;uncultured bacterium	[4, 8770, 8771, 8848, 9198, 9199, 0, 9202]	[3, 44479, 44480, 44481, 44482, 0]
2089		Eukaryote	Alveolata	Ciliophora	Paramecium	aurelia		Prokaryote	Proteobacteria	Gammaproteobacteria	unknown_gammaproteobacteria	unknown_gammaproteobacteria	Gong et al. 2016	10.3389/fmicb.2016.00498	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Paramecium;aurelia	Bacteria;Proteobacteria;Gammaproteobacteria;unknown_gammaproteobacteria;unknown_gammaproteobacteria	[4, 8770, 8771, 8848, 8849, 8863, 8899, 8927]	[3, 2375, 3303, 0, 0, 0]
